Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
AT2G15400	0.893353096987697	0.785439687050176	2.50842968768041	0.0205301278313083	0.075127271540752	-3.22403340568749
AT3G07315	0.413185351278226	3.63859696695803	2.50839419344586	0.0205316988304683	0.075127271540752	-3.64944506028652
AT1G29370	0.207315459937834	5.46516700845812	2.50829655102982	0.0205360211309944	0.0751300460675742	-3.93577560183018
AT1G62520	0.547408496102375	2.30378756011475	2.50798602984789	0.0205497725153368	0.0751673094956273	-3.43776675233237
AT4G38550	-0.87102656113615	6.81800074904314	-2.50774874182453	0.0205602865859201	0.0751927205467028	-3.99130013224787
AT2G27389	-1.1521474996133	1.16388191928892	-2.50749994768972	0.020571315888427	0.075220006752479	-3.2513670169972
AT5G46510	0.493426715309688	3.86930683110475	2.50716342620288	0.0205862430416403	0.0752526156223976	-3.7058292669395
AT1G54130	-0.382254993183667	6.36794356946934	-2.50713794918697	0.020587373543376	0.0752526156223976	-3.98789459429462
AT1G63250	0.698378546924951	3.23968496090388	2.50673517466245	0.0206052537350364	0.0752925924843835	-3.62460582018081
AT1G76300	0.508015303337618	4.50950154583977	2.50673066985502	0.0206054537970782	0.0752925924843835	-3.82257626813399
AT1G72450	-1.00761691704845	3.90015305910047	-2.50632426084376	0.0206235102188179	0.0753455104701353	-3.64530780814338
AT5G62330	1.03761601885584	1.37946071230419	2.50578118362544	0.0206476618004325	0.0754106393414014	-3.3181630870285
AT1G06180	0.476232562688424	3.53401118594857	2.5057606199837	0.0206485768206843	0.0754106393414014	-3.66005497263788
AT4G35390	0.559018160721803	3.16026051268845	2.50568213975658	0.0206520693035062	0.0754106393414014	-3.60809541776967
AT1G30810	-0.36604085010865	4.74284817972326	-2.50558112817388	0.020656565277216	0.0754139930799643	-3.84255395837967
AT3G27380	-0.344106580546308	7.34116799250997	-2.50532265039603	0.0206680741592288	0.0754429442903104	-4.00261931480094
AT1G66350	0.409086924463445	3.25251150741304	2.50406800553582	0.0207240232470643	0.0756340737617928	-3.60682899250752
AT5G23410	-0.44534968091579	3.57931352047318	-2.50395027906648	0.0207292803526628	0.0756401644165018	-3.67062005579459
AT3G17465	0.445240951268271	5.72080770450808	2.50342799315527	0.0207526182066353	0.0757122173409264	-3.96386512855526
AT1G32690	-0.4281473600181	3.85885075608887	-2.50313046698741	0.0207659238662262	0.0757476509949903	-3.6915169533737
AT1G15690	0.407262276186277	9.41217767637098	2.5021253745345	0.0208109315958962	0.0758986917026803	-3.99224926244208
AT5G49630	0.916971137024058	3.87359912457117	2.50173005298571	0.0208286589536773	0.0759502042455488	-3.68101668453663
AT1G11730	0.936332404094911	0.644293645762976	2.50163392515271	0.0208329717364318	0.0759527921487344	-3.22722433600102
AT4G29340	-0.755160647983669	1.94371950229247	-2.50152424466487	0.0208378935799656	0.07595759928509	-3.37231145512186
AT2G36400	0.457411622267683	4.90605881981	2.50121714916071	0.0208516800837068	0.0759947123382674	-3.88378271450148
AT5G51540	0.531591881711717	3.02805534133669	2.50048420193358	0.0208846189143965	0.0761016018522868	-3.58940309654486
AT3G15200	0.661648700621025	1.33828092553074	2.50018544306348	0.020898059163359	0.0761374156867626	-3.30114220044592
AT5G37710	-0.257842866675482	4.65505539364505	-2.49991487087729	0.0209102383572832	0.0761457932451454	-3.85722587502959
AT4G18550	-0.803322884266522	5.3199531328141	-2.49990687645245	0.0209105983091147	0.0761457932451454	-3.91001133262368
AT5G22450	-0.247264115007948	6.24420500509763	-2.49989361756186	0.0209111953081664	0.0761457932451454	-4.00129244597769
AT5G26660	-0.848880704869619	4.24947395887904	-2.49920587185551	0.0209421838253734	0.0762454637372835	-3.78807809345714
AT4G10330	-0.302399363304136	3.34506133163029	-2.49886340572887	0.0209576307060093	0.0762885262100977	-3.62861806040239
AT1G64195	0.972933951578889	-0.378998784315629	2.4986615813772	0.0209667389489864	0.0763085043240043	-3.16972622538968
AT2G27370	-0.870301027012249	5.58386453650873	-2.49836847712486	0.0209799732027008	0.0763434895758557	-3.95652526841238
AT5G02850	0.283243794151837	4.19293739401508	2.49796396011021	0.0209982507951344	0.0763968116605856	-3.78619210417365
AT1G20090	-0.24342720560325	6.38030222663595	-2.49781508385972	0.0210049813275373	0.0764081115417578	-4.00894252094322
AT5G57060	0.311022995909757	3.23819720483982	2.49760838909219	0.02101432911531	0.0764289264580289	-3.6270156693985
AT3G61270	-0.539303386846086	5.60284843684425	-2.49750989050724	0.0210187850898069	0.0764319457811161	-3.96985673216195
AT3G18030	0.337678273729975	3.83908449282196	2.4973715208371	0.0210250462829609	0.0764415273619896	-3.72110085999741
AT3G15460	0.660081601520504	3.53641592471896	2.49690766313893	0.021046048448882	0.0765046906884691	-3.71275842755616
AT5G26740	-0.431287761394199	6.59021535635648	-2.49664919179056	0.0210577598072854	0.0765340649547547	-4.01565890191825
AT5G23230	-0.478353290222558	1.87949724248238	-2.49649320655071	0.0210648304584923	0.0765396241278672	-3.38024252339588
AT5G13870	-0.51413546204371	5.09519717555892	-2.49645525288391	0.0210665511949661	0.0765396241278672	-3.92093288896887
AT1G20110	-0.389817706215352	7.31513562385547	-2.49601495718452	0.0210865228465361	0.076585917111615	-4.02134567346477
AT5G43380	0.799058522628168	2.088551827535	2.49593894504155	0.0210899725202083	0.076585917111615	-3.44899241275942
AT3G04000	-1.03634267912755	0.762948128229551	-2.49593410774816	0.0210901920698731	0.076585917111615	-3.2339898966425
AT1G47240	0.30943985912167	4.8441636646485	2.49557135648038	0.0211066623066721	0.0766245334605486	-3.89446304733377
AT3G23430	0.452999050418043	8.55727094659724	2.4954005255339	0.0211144228205188	0.0766245334605486	-4.01392921741452
AT2G33120	-0.286308701818212	6.78746144255374	-2.49533543889414	0.0211173802800394	0.0766245334605486	-4.02149877831706
AT3G05937	-0.455230310002464	2.74615532652825	-2.49524112657179	0.0211216664067734	0.0766245334605486	-3.52623190318828
AT4G18530	0.480307848983216	2.94283824883839	2.49521839681922	0.0211226995068392	0.0766245334605486	-3.57955088535809
AT5G43260	-0.784914178033246	3.5306095789517	-2.49518274965298	0.0211243198171118	0.0766245334605486	-3.64108102745001
AT5G06800	-0.510664102241923	5.14787163759599	-2.49513983100137	0.0211262708004131	0.0766245334605486	-3.93191548544426
AT1G15200	0.408558618493124	6.02119910617647	2.49490740238939	0.0211368393968609	0.0766454234079089	-4.00431496782055
AT3G48470	0.281658494215768	3.454331011383	2.49485325371149	0.0211393022625039	0.0766454234079089	-3.65647382416711
AT3G12070	0.480449749217773	2.5064843366969	2.49387069381988	0.0211840390326772	0.0767944183678136	-3.49410900865639
AT2G26300	0.254909863658131	6.34223869538313	2.4937177014626	0.0211910128575715	0.0767952776106718	-4.01652971874864
AT2G29210	0.212228600731398	6.3727140588835	2.49370565330934	0.0211915621376318	0.0767952776106718	-4.01726540726484
AT2G27000	-0.404010325814319	5.60029021145929	-2.49360503217231	0.0211961500145443	0.0767987009808514	-3.97886131144429
AT1G16730	-2.9057625620638	-0.127821121763271	-2.49326483080156	0.0212116685609501	0.0768417207879064	-3.18166189085652
AT5G46340	-0.312608497046049	5.78853264696324	-2.49307077632818	0.0212205252591239	0.0768605966430124	-3.99637246588702
AT5G11020	-0.647010867842023	4.20123506734842	-2.49242358068481	0.021250088428233	0.0769544518239394	-3.78725311969206
AT1G54400	1.0417258567835	-0.681183287000007	2.49229820447561	0.0212558199203068	0.076961986245288	-3.1736740786277
AT4G01100	0.241032760813833	7.622471668857	2.49177064620432	0.021279952734178	0.0770251071227585	-4.02904497412712
AT4G37450	0.450907990728328	5.00771755249363	2.49175735843001	0.0212805609052631	0.0770251071227585	-3.91605942688807
AT5G46700	0.397390591449944	5.48914298049961	2.49138606287043	0.0212975613822555	0.0770734066846259	-3.98217213231049
AT4G24450	0.758686765706293	1.99774369153102	2.4909831302444	0.0213160247793228	0.0771202867938716	-3.44392632062381
AT1G43160	-0.807340787874694	5.82168853927572	-2.49094369518566	0.0213178325971485	0.0771202867938716	-3.97695347190584
AT1G24150	-0.575277315215889	5.10595156130269	-2.4905344979073	0.0213365998476547	0.0771682322559335	-3.93279836081269
AT5G15190	0.708355758347704	2.2149826199557	2.4904951064074	0.0213384072969562	0.0771682322559335	-3.40981964319655
AT4G17420	0.297873464769031	4.19797670053843	2.49010017480127	0.0213565363441002	0.0772205465066263	-3.81860138478888
AT5G19350	0.282554347847399	5.54680228033607	2.48992424701248	0.0213646168126173	0.077236515590803	-3.97968929313211
AT1G14480	0.828902528901108	1.28331445727486	2.48968703788296	0.0213755164916267	0.0772599660238401	-3.31829889461829
AT5G41110	-0.356186339621414	4.17039115646617	-2.4895575791365	0.0213814672680761	0.0772599660238401	-3.8050076858835
AT3G48187	0.541597378489647	3.00861351747388	2.48954384312734	0.0213820987563132	0.0772599660238401	-3.60140257516364
AT4G35880	0.320019911692078	4.40319372099507	2.48909941973819	0.021402539723454	0.0773205719572256	-3.84990415461665
AT2G30060	0.288113078028961	6.64790261137582	2.48838252569356	0.0214355512791769	0.0774265628795492	-4.03474869250868
AT5G58580	-0.591723496530266	1.44486025989235	-2.4882767138659	0.0214404277312034	0.0774309091269089	-3.34203271450372
AT5G26790	0.819958279826308	0.251497332826397	2.4881398694875	0.0214467358884376	0.0774404235231696	-3.20150974285896
AT3G60640	0.297528659310963	3.49012843177112	2.48750961633716	0.0214758112461012	0.0775321289720523	-3.68595986258908
AT1G51840	-1.15770307298441	4.31111737417918	-2.48694661621962	0.0215018151614739	0.0776127163705257	-3.93767143924745
AT5G08400	0.57253034580442	1.10974711840098	2.4868133945485	0.0215079727209735	0.0776216512511763	-3.32133761814802
AT1G34190	-0.253011429967414	6.5034904016396	-2.48658996251919	0.0215183035372396	0.0776344992458429	-4.03455508093157
AT3G48180	-0.477481922526868	2.96391595065919	-2.48657709920052	0.0215188984389687	0.0776344992458429	-3.58790790633442
AT5G28520	-1.91129595541902	-1.97844884927651	-2.48611776462516	0.021540151778005	0.077697878076719	-3.24135529866828
AT1G69210	0.645327979746792	2.23929594208462	2.48603534476413	0.0215439674059356	0.0776983460936051	-3.48923822820555
AT1G80930	0.203130038970148	7.23175121318202	2.48594425265701	0.0215481852499168	0.0777002642949445	-4.04140765552273
AT3G03290	-0.969084370126722	0.196131000895479	-2.48580223798134	0.0215547625034421	0.0777106881430749	-3.19837120093286
AT2G04630	0.327891166029543	5.44577122267225	2.48507774065945	0.0215883459909234	0.07781845647891	-3.98038991038363
AT5G51050	0.363522793108338	3.40642698911254	2.48485750581757	0.0215985644797046	0.0778419796943363	-3.67198796831627
AT5G58760	0.351166139012507	4.4912118990733	2.484300193514	0.0216244429188443	0.0779040012494102	-3.86624420296406
AT2G03450	-0.468829650817579	4.84779684038806	-2.48425896803842	0.0216263583470169	0.0779040012494102	-3.90499876812238
AT3G12490	0.268473812166287	6.65485091098527	2.48424816495141	0.021626860308897	0.0779040012494102	-4.04299282821427
AT2G45340	0.662433106973139	4.17621067960499	2.48363720935178	0.0216552658720304	0.0779839539717688	-3.77974797001569
AT3G10500	-0.466921946038705	5.86971145788581	-2.48361165448821	0.0216564547699589	0.0779839539717688	-4.02106957895963
AT2G34340	-0.577711872978508	2.68158851837097	-2.48347334577545	0.0216628904126316	0.077993805277246	-3.56154156021261
AT2G24820	-1.11649961827387	4.64547864873022	-2.4831334919985	0.0216787117346171	0.0780250321282623	-3.85471022014581
AT3G47580	-1.36682957315595	0.845534700581679	-2.48312802200006	0.0216789664694133	0.0780250321282623	-3.22279355530525
AT2G03870	0.327147706513611	5.13311630296144	2.48300695651186	0.0216846051376412	0.0780320034655984	-3.95896845478612
AT5G57140	-0.373239920293995	2.6676232897026	-2.48262748712372	0.021702287933805	0.0780804006988054	-3.56477729928973
AT5G19630	-0.302589658154388	4.00638428967519	-2.48254440317294	0.0217061613375895	0.0780804006988054	-3.79661063895156
AT3G11290	-0.266656971343106	4.38877662517216	-2.48242548948116	0.0217117062598923	0.0780804006988054	-3.84947832378005
AT1G73850	0.63439195406232	4.21184848443516	2.48240052662404	0.0217128704410056	0.0780804006988054	-3.83108908616639
AT5G62090	0.183828692701331	5.34441063426881	2.48202928407346	0.0217301907865966	0.0781180548797089	-3.97267022856792
AT3G61850	0.408420262323522	4.76639396356406	2.48191406194517	0.0217355691051787	0.0781180548797089	-3.93140346758656
AT5G16486	-1.07462585469823	-0.743931373168226	-2.48187998870323	0.0217371598081648	0.0781180548797089	-3.18974888452584
AT3G57870	-0.182731313861578	6.84772497492694	-2.48185846686036	0.021738164607418	0.0781180548797089	-4.04919913554502
AT3G62310	0.266445264651454	6.21882354417598	2.4816910276063	0.0217459833949003	0.078130267262687	-4.03720926360709
AT5G67630	0.368576377261228	5.14229006121085	2.4816269617446	0.0217489757256854	0.078130267262687	-3.95528511063119
AT5G59180	0.382871870982035	3.51430077656271	2.48154096214969	0.0217529931219797	0.0781313843945018	-3.71151997862542
AT1G44740	0.881809274082061	1.25542936678467	2.48113148192589	0.0217721311391945	0.0781868014334277	-3.32317888393219
AT2G43120	-0.704798694771843	4.78161509577934	-2.48103442051472	0.0217766698355996	0.0781897802988313	-3.87699297776034
AT5G49305	0.795258059698739	-0.14037517054503	2.48048046175971	0.0218025904564668	0.078269517510613	-3.21999277282226
AT1G29270	0.787099669086537	2.85697308214098	2.47997987729165	0.0218260383796216	0.0783403522973646	-3.55724846638449
AT3G02790	0.45326654265042	4.77544605632125	2.47950303729894	0.0218483959760112	0.0784072501147968	-3.9092486711487
AT3G43220	-0.42971691657026	6.51913585239463	-2.47885126864858	0.0218789900346855	0.0785036782861567	-4.04958283632888
AT2G20850	0.416898018378561	3.84314659634729	2.47864141448394	0.0218888491089338	0.0785128524611893	-3.78426953817721
AT2G20515	0.561340252127872	4.76350885937756	2.47858746124923	0.0218913845342383	0.0785128524611893	-3.89391282440353
AT4G34412	0.326626436849311	3.55739993970451	2.47855903595461	0.021892720434861	0.0785128524611893	-3.71931267383627
AT5G60022	-1.13339134668978	-0.662784793962787	-2.47782148736519	0.0219274095423803	0.0786238804479295	-3.19956708525575
AT1G31800	-1.04002950246871	4.22634641115081	-2.47773233697874	0.0219316060242618	0.0786255535699727	-3.81625084923016
AT3G05130	0.578804459787002	3.99398954231481	2.4775704595486	0.0219392278257191	0.0786395039221489	-3.81254046689323
AT5G05100	-0.225900119115077	6.41508700713334	-2.47708487181263	0.0219621059656552	0.0787080917233158	-4.04939008299723
AT4G00026	0.518454917645474	4.66971119101781	2.47700586674037	0.0219658303419481	0.0787080917233158	-3.91802803050037
AT1G08160	0.453305679658182	4.95567670157485	2.47685688621214	0.0219728550334515	0.078719881730992	-3.96059759990007
AT1G60750	-0.748430666227683	3.88300176462097	-2.47636891283614	0.0219958785114694	0.0787889751948642	-3.87564525035668
AT5G24650	0.238533951766086	5.26363552370504	2.4759150143609	0.0220173144822098	0.0788382525705223	-3.98778264984863
AT2G44880	0.962131331587863	0.540986892771127	2.47588089985212	0.022018926373566	0.0788382525705223	-3.25095266351152
AT4G33510	-0.645395718485222	5.5968983228085	-2.47584007717278	0.0220208553669466	0.0788382525705223	-3.99388470297145
AT5G40970	0.501800239810559	2.16448140780848	2.47543562655788	0.0220399753881643	0.0788812782720638	-3.48325504453278
AT5G67140	-0.780927321938452	3.07081594764052	-2.47526692430218	0.022047955205921	0.0788812782720638	-3.56167352947493
AT4G36940	0.381577377173866	5.04041803592499	2.47525369011629	0.0220485813127199	0.0788812782720638	-3.96901297669379
AT4G13130	-0.913486425505633	3.28213955490927	-2.4752024659484	0.0220510048746866	0.0788812782720638	-3.61113288689691
AT5G16300	0.170968391031517	6.59771880022594	2.47519024429904	0.022051583152622	0.0788812782720638	-4.06043157802253
AT3G10110	0.586973688396287	2.47241516506558	2.475053536	0.0220580525888644	0.0788875622522459	-3.55803308418365
AT4G02940	0.408215580777551	6.30432130795799	2.47499497404864	0.0220608244533676	0.0788875622522459	-4.05430576997336
AT2G37820	-1.76174103198631	1.72959178671222	-2.47473873577281	0.0220729565910969	0.0789175585041254	-3.32729745106952
AT2G03070	0.259432078437083	4.66364401359522	2.47433835316448	0.0220919260090767	0.0789719858014816	-3.91711911534248
AT4G10150	-2.66169970775108	-2.73899582904057	-2.47412637542169	0.0221019752963994	0.0789813083405006	-3.41459371960851
AT3G20960	-0.534877865623701	4.81175191337226	-2.47410882474467	0.0221028075173554	0.0789813083405006	-3.90916636110599
AT2G15890	-0.777859244016368	5.31328091692629	-2.47400487379207	0.0221077372806127	0.0789813083405006	-3.9696213704783
AT2G24260	-0.346793721300951	6.0432147687029	-2.47396726906589	0.0221095208974048	0.0789813083405006	-4.04524314846501
AT4G25810	-0.75388663876568	4.87268474776436	-2.47360046496029	0.0221269257000907	0.079030090436786	-3.92763564674479
AT1G47250	0.306119851298294	5.45418088012202	2.47329344395723	0.0221415036306178	0.0790687610593637	-4.01083518040514
AT5G50180	0.375386463663726	5.4058972354651	2.47320657985996	0.0221456297262177	0.0790701007162382	-4.00678861140111
AT3G11330	-0.302898640524897	6.4305936545811	-2.47299076017939	0.0221558843934405	0.0790933180378875	-4.06185208474777
AT4G17190	0.396112159679125	5.38914320004014	2.47216728404529	0.0221950525592065	0.0792197270484377	-4.00305947751165
AT3G11270	-0.395500138464008	5.19570665476933	-2.47151310995794	0.022226214004809	0.0793163251747935	-3.99219005320274
AT1G10180	0.276045947645541	5.18695532158431	2.47144120230543	0.022229641799463	0.0793163251747935	-3.97775646676964
AT2G44490	-0.896679324569209	6.86144310024332	-2.47128172171896	0.0222372459032391	0.0793255374499094	-4.06470934397583
AT4G25420	-0.786586353048908	0.363140180160505	-2.47108781813462	0.0222464945792823	0.0793255374499094	-3.26139377789304
AT3G56940	-2.58633959199687	6.78435613115171	-2.47108742491031	0.0222465133386627	0.0793255374499094	-4.01700412157247
AT5G60210	0.483555316198319	4.80504478779375	2.47105177418489	0.022248214173574	0.0793255374499094	-3.9451625840648
AT4G10360	-0.454677206319452	5.60538493082369	-2.47099256858837	0.0222510390389618	0.0793255374499094	-4.0209228996774
AT5G02320	-0.273345640707401	3.11673124815953	-2.47065640544766	0.0222670846714234	0.0793541804164203	-3.64549216584656
AT5G62200	-0.297880059242109	4.47782817464858	-2.47049829785591	0.0222746351444653	0.0793541804164203	-3.89066959065974
AT5G16310	0.390194995398514	3.52962774189165	2.47049663924062	0.0222747143647674	0.0793541804164203	-3.7320377303843
AT3G29300	1.01822839128615	-0.283952627525855	2.47039086452965	0.0222797670162434	0.0793541804164203	-3.21919387343503
AT2G42890	-0.672585812672943	6.54407749288316	-2.47037885806018	0.0222803406094146	0.0793541804164203	-4.06123882057507
AT1G08570	0.369114647600322	6.37661071362958	2.47035124055414	0.0222816600514607	0.0793541804164203	-4.0617851260751
AT5G50290	0.726466536257795	0.872761390299487	2.4700801892394	0.0222946135507407	0.0793869009543267	-3.33922268190504
AT5G46400	0.292216525549279	4.10075376229508	2.46958105897773	0.0223184852861803	0.0794584816471341	-3.83989594482233
AT3G62390	-0.256966610388169	4.34603768779537	-2.46944431292526	0.0223250295532851	0.0794683591663711	-3.86546524780087
AT3G29240	-1.19299604380253	6.17738458340493	-2.46932396848692	0.022330790367691	0.0794754450364554	-4.03452241218425
AT1G23390	-1.50233458581718	5.64267637962002	-2.46851462191461	0.0223695693246267	0.0796000204866865	-3.99199229132623
AT3G16840	0.386337176109616	5.77163649153354	2.46828400154813	0.0223806307409046	0.0796226964919915	-4.0463878753005
AT1G49940	0.821006556722434	0.309003870513876	2.46822427717446	0.0223834961770181	0.0796226964919915	-3.26237282126369
AT3G52100	0.258374022602553	4.27674856294718	2.46738669534545	0.0224237174628138	0.0797264721047969	-3.85888804596638
AT3G10030	-0.271703928684172	5.25645704630471	-2.4673338359593	0.0224262580686259	0.0797264721047969	-3.99187720200912
AT5G43350	-0.826660220278455	7.83620981918104	-2.46724660922436	0.0224304510756726	0.0797264721047969	-4.07708259655654
AT5G49320	0.657000768977915	1.054003936195	2.46717179057279	0.0224340482061114	0.0797264721047969	-3.37226605611296
AT2G29340	-1.35782350859797	3.87288460434789	-2.46715370916923	0.0224349176043782	0.0797264721047969	-3.72566503373017
AT5G39900	0.418316515375877	3.31873305034523	2.46714446551145	0.0224353620742721	0.0797264721047969	-3.71047193502144
AT5G48770	-1.20021117985239	2.74672275533478	-2.46690588292513	0.0224468368656573	0.0797538043364327	-3.52799474724235
AT2G39940	-0.18725795109934	6.15722364935974	-2.46669453894977	0.0224570061689145	0.0797615754337999	-4.06342305433837
AT5G59500	0.585052125790948	3.83120489382412	2.46667512760373	0.0224579404060379	0.0797615754337999	-3.79317065299055
AT5G07770	-0.80275514397881	4.92929580507385	-2.46662453907821	0.0224603753213964	0.0797615754337999	-3.93516762236817
AT1G60770	0.4955901691009	5.87786213066201	2.46596630407218	0.0224920797882075	0.0798607111226907	-4.05248613088759
AT4G17280	-0.611287979768439	6.87003437617849	-2.46522688747589	0.0225277442060256	0.0799669232519514	-4.08073442430186
AT1G10410	-0.331624033594426	6.46089727439318	-2.465188845608	0.022529580512018	0.0799669232519514	-4.07839701310565
AT2G28480	0.349227653012082	3.6170691459899	2.46481942105541	0.0225474201384172	0.0800167704575479	-3.76746385004681
AT3G24890	0.580970590252553	1.75096670922128	2.46459538882894	0.0225582451391583	0.0800417114178518	-3.44466208666179
AT1G13060	0.234487631541288	7.21158435235819	2.46438435873926	0.0225684463223265	0.0800577087927555	-4.08393558685634
AT4G28320	0.533123730380366	2.62938957174292	2.46434500190757	0.0225703493052821	0.0800577087927555	-3.60339753093525
AT1G66890	0.482072379942202	3.0444667269091	2.46378993855849	0.0225972036876256	0.0801394774117004	-3.63874571398134
AT1G14820	0.413945417714549	3.46181134552806	2.46323568136681	0.0226240487904318	0.080221185618554	-3.69727321492662
AT2G28780	0.533967379013844	7.25318078192094	2.46309778553045	0.0226307323070131	0.0802313886700026	-4.08619781167392
AT1G14300	0.506263709907295	4.53679690571706	2.4630153167278	0.0226347302732663	0.0802320689693044	-3.90908493018192
AT4G22790	0.537680746831166	2.62688788730667	2.46276217255182	0.0226470064437031	0.0802620873963116	-3.63961954066833
AT4G16330	-0.288270635704765	5.17126768470039	-2.46229795234209	0.0226695348293865	0.0803121638296352	-3.99331369368277
AT3G04940	0.17136011501261	5.87558115015394	2.46229697879815	0.0226695820969559	0.0803121638296352	-4.05937701528079
AT3G27280	0.53841604241507	5.59959877314253	2.46223552906007	0.0226725657945996	0.0803121638296352	-4.03829983324603
AT3G09220	-0.823547665002854	7.97468164862843	-2.46214300097471	0.0226770591948898	0.0803145846485681	-4.08267177932875
AT2G18400	0.499586331641161	4.90370696870057	2.46135731752975	0.0227152474579826	0.0804363205802574	-3.96164111611628
AT2G05440	0.521358577218674	8.74445477466762	2.46108091804084	0.0227286961454129	0.0804704257214148	-4.07759997761902
AT1G44780	0.689910807696681	2.85290058379402	2.46090365523351	0.0227373250749574	0.0804858461660435	-3.6554173916809
AT1G76080	-2.82580811884003	4.36372768878757	-2.46083459133983	0.0227406878446374	0.0804858461660435	-3.74077368646975
AT4G25880	0.154385150591443	6.41118234826784	2.46072175420004	0.0227461829620044	0.0804917805672407	-4.08479860539242
AT5G07780	-1.19240162582841	2.24814717142854	-2.46051531300104	0.0227562397583603	0.080513852652943	-3.43767697975337
AT5G37450	2.0297569365805	-0.935450318982987	2.46030179563276	0.0227666456307833	0.0805300106767475	-3.26437771192625
AT1G27110	-0.653722160642987	2.31719492069539	-2.46023850613257	0.0227697309273302	0.0805300106767475	-3.55504876973703
AT2G11000	0.241647951622225	4.88614918547189	2.46018648385057	0.0227722672506685	0.0805300106767475	-3.97069443892686
AT4G01220	0.330208063133573	3.91710344870893	2.4599150642698	0.0227855044638589	0.0805513795426041	-3.83071041218658
AT5G49720	-0.27185660641603	9.34970043087622	-2.45990588259995	0.0227859523819994	0.0805513795426041	-4.07642152942631
AT3G03300	0.301371186941406	5.13265487469483	2.45981629715551	0.0227903231447218	0.0805533219132687	-3.99788990128971
AT5G13200	-0.638660399769468	3.25325129204869	-2.45953551431996	0.0228040272543796	0.0805726937365727	-3.67734109886948
AT1G07795	-1.36224674845443	0.619363683231975	-2.45948184826303	0.0228066473966207	0.0805726937365727	-3.25476790541457
AT5G22750	0.319040965956103	3.42606574754386	2.45943713065591	0.0228088308622822	0.0805726937365727	-3.74346968791599
AT2G29980	0.445590262964593	7.27731966773774	2.45939081014415	0.0228110927998039	0.0805726937365727	-4.09362393719267
AT3G17790	-0.75301562496302	4.05714437842519	-2.45911556136782	0.0228245381458977	0.0806048129507116	-3.78800810779166
AT2G19720	0.481590617743108	3.49359411252548	2.45904811995895	0.0228278336487547	0.0806048129507116	-3.76176924144818
AT5G11570	-0.806218386733994	1.84420627208442	-2.45884725884938	0.0228376512900134	0.0806259737386505	-3.4688056329415
AT5G56950	0.36122290561901	6.93306110316868	2.45854429325838	0.0228524670141313	0.0806647697015887	-4.09520689966003
AT2G37790	0.518364911876377	4.44853942550725	2.45846520289184	0.0228563361917511	0.0806649199601731	-3.90375356324257
AT3G01810	-0.351882496986032	5.64556793771893	-2.45834858286186	0.0228620424708303	0.0806715526088221	-4.04704634956113
AT5G48690	0.752041150161589	1.34952961032706	2.4578165240394	0.0228880932378129	0.0807499590716479	-3.43938677201182
AT4G40070	-0.901502001325782	4.52886018174775	-2.45759379544626	0.0228990067302181	0.0807620995140633	-3.91564215887108
AT4G23940	0.445225159484459	4.60613703099668	2.45758991702997	0.0228991968119334	0.0807620995140633	-3.94174319879227
AT1G64350	0.277914699265047	4.42908046368354	2.45739748789023	0.0229086296370356	0.0807818522497008	-3.89881567061599
AT5G02420	-0.70533928104082	4.03299528280374	-2.45721750883055	0.0229174554395993	0.0807994582148775	-3.81077025748553
AT5G62980	0.472989552007964	2.96723219816559	2.45700576402834	0.0229278430256073	0.0808225637089971	-3.66722351871075
AT3G26810	-0.170263429124499	6.73983828578609	-2.4567274724377	0.0229415018766741	0.0808553437624786	-4.09712876996231
AT4G13400	0.377760234897257	3.19265882949445	2.45666002530469	0.0229448133959747	0.0808553437624786	-3.68897652796489
AT1G19690	0.540000821042157	3.2830606680059	2.45612840164727	0.0229709306501115	0.0809338489226726	-3.7198848690611
AT3G05200	-0.598094581622664	5.59537130780344	-2.45596354800883	0.0229790350953831	0.0809488736314634	-4.03533109739463
AT5G20870	0.561607711271532	1.60246690999135	2.45557920583339	0.0229979402650936	0.0809863094957256	-3.46146019634119
AT4G18975	-0.402393488500244	3.08225714758088	-2.45553408846413	0.023000160465704	0.0809863094957256	-3.66165413543881
AT3G51000	-0.241753699692633	5.54221218926956	-2.45551321679929	0.023001187616267	0.0809863094957256	-4.04780850813637
AT1G04590	0.480211071995422	4.54232114261876	2.45531481987859	0.0230109533947286	0.0810071639213226	-3.94075624012938
AT2G01510	0.786129336779456	1.36855023549282	2.45508199637616	0.0230224186949017	0.08102943241153	-3.40351000746365
AT3G48115	0.244163224630214	5.33319818482554	2.45501806970782	0.0230255676693236	0.08102943241153	-4.0215067095403
AT5G01530	-2.53303391860278	6.82142996276092	-2.45490571606808	0.0230311030884877	0.08102943241153	-4.0468569107722
AT4G01735	-1.44653707271675	-1.33212062419447	-2.45487422916618	0.0230326546019871	0.08102943241153	-3.28081290105655
AT1G10680	1.58546986285844	-0.700349910713093	2.45476070637547	0.0230382492330643	0.0810355904944093	-3.23281883219306
AT2G26350	-0.298488339212355	3.83314999956608	-2.45434302769333	0.0230588441778971	0.0810945003787238	-3.82281095320462
AT3G15220	0.281047844765307	4.97280048032642	2.45411382073999	0.023070153226604	0.0811207389519288	-3.98807833936467
AT2G30020	0.363795227017158	3.78249475485941	2.4537681910576	0.0230872163327992	0.081164302309533	-3.8021798368739
AT3G20320	0.204508593114934	4.79874904925668	2.45370690927539	0.0230902429293297	0.081164302309533	-3.96578997115793
